,,,,,,,,,2 QB,Dynasty,Dynasty 2 QB,AAV,,Health Report,
Rank,Name,Team,Pos,Fantrax,Sleeper,ESPN,MFL,NFFC,Sleeper,Sleeper,Sleeper,MFL,ESPN,Status,Injury
T619,Riley Sharp,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,John Samuel Shenker,FA,TE,-,-,170.00,-,-,-,-,-,,,,
T619,Jean Sifrin,FA,TE,-,-,-,-,-,348.00,-,-,,,,
T619,Joshua Simon,ATL,TE,-,-,-,-,-,-,-,-,,,,
T619,Scott Simonson,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Ben Sims,MIN,TE,-,-,170.00,-,-,-,-,-,,,,
T619,Christian Sims,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Ellis Richardson,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Mike Rigerman,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Justin Rigg,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Austin Roberts,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Jevoni Robinson,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Richard Rodgers,FA,TE,-,-,-,-,-,-,-,-,,,Ques,Knee
T619,Armani Rogers,FA,TE,-,-,170.00,-,-,-,-,-,,,Ques,Achilles
T619,Jake Roh,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Hayden Rucci,SF,TE,-,-,-,-,-,508.40,-,-,,,,
T619,Jeremy Ruckert,NYJ,TE,-,-,170.00,-,241.44,-,-,-,,,,
T619,Carter Runyon,LV,TE,-,-,170.00,-,-,-,-,-,,,,
T619,Drew Sample,CIN,TE,-,-,170.00,-,-,-,542.00,-,,,,
T619,Ja'Tavion Sanders,CAR,TE,258.45,-,170.00,196.23,240.34,226.30,412.60,230.30,0.99,,Ques,Lower Leg
T619,Beau Sandland,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Marcus Santos-Silva,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Eric Saubert,SEA,TE,-,-,170.00,-,-,-,-,-,,,,
T619,Charles Scarff,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Steven Scheu,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Luke Schoonmaker,DAL,TE,340.14,-,170.00,-,249.32,-,-,354.00,,,,
T619,Jalon Calhoun,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Antonio Callaway,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Marquez Callaway,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Dalen Cambre,NYG,WR,-,-,-,-,-,-,-,-,,,,
T619,Jalen Camp,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Dalevon Campbell,LAC,WR,-,-,170.00,-,-,-,-,-,,,,
T619,George Campbell,FA,WR,340.35,-,-,-,-,-,-,-,,,,
T619,Parris Campbell,DAL,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Cam Camper,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,K.D. Cannon,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Amir Carlisle,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Austin Carr,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,DeAndre Carter,CLE,WR,340.26,-,170.00,-,241.07,-,-,365.00,,,Ques,Knee
T619,Malachi Carter,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Kody Case,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Joshua Cephus,JAX,WR,-,-,170.00,-,-,-,-,-,,,Ques,Undisclosed
T619,Quintez Cephus,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Brelan Chancellor,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,DJ Chark,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Terrell Bynum,FA,WR,-,-,170.00,-,-,416.00,-,-,,,,
T619,Damiere Byrd,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Dontez Byrd,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jordan Byrd,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Deontay Burnett,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Brian Burt,FA,WR,-,-,-,-,-,500.00,-,-,,,,
T619,Je'Quan Burton,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jermaine Burton,FA,WR,-,-,170.00,-,252.75,-,569.00,316.70,,,,
T619,Rico Bussey,FA,WR,-,-,-,-,-,-,647.00,-,,,,
T619,Ventell Bryant,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Quenton Bundrage,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Cole Burgess,PIT,WR,-,-,-,-,-,315.00,-,-,,,,
T619,Treylon Burks,WAS,WR,-,-,170.00,-,241.28,-,-,-,1.26,,,
T619,Tony Brown,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jason Brownlee,KC,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Martavis Bryant,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Kameron Brown,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Noah Brown,WAS,WR,338.85,-,170.00,-,259.08,-,-,-,,,Ques,Ribs
T619,Jaron Brown,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Odell Beckham,FA,WR,-,-,170.00,-,-,450.60,-,370.00,,,,
T619,David Bell,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Dyami Brown,JAX,WR,267.35,-,170.00,-,240.91,264.70,-,307.00,1.11,,,
T619,Marvin Bracy,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Trevon Bradford,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Ja'Marcus Bradley,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tyre Brady,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jermiah Braswell,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Chandler Brayboy,JAX,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Shemar Bridges,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Chris Briggs,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tyrone Broden,SEA,WR,-,-,-,-,-,-,-,-,,,,
T619,Ja'Corey Brooks,WAS,WR,-,-,170.00,-,241.07,-,-,-,,,,
T619,Jalen Brooks,ARI,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Phillip Brooks,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,DeMeer Blankumsee,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Javess Blue,FA,WR,-,-,-,-,-,501.10,-,-,,,,
T619,Jordan Bly,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Bryce Bobo,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jake Bobo,SEA,WR,-,-,170.00,-,241.10,-,-,-,,,,
T619,Silas Bolden,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Slade Bolden,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Victor Bolden,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Isaiah Bond,CLE,WR,339.12,-,170.00,86.42,254.04,-,687.70,265.20,2.58,,,
T619,Jadakis Bonds,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Kendrick Bourne,SF,WR,-,-,170.00,-,241.75,-,570.30,455.00,,,,
T619,Kayshon Boutte,NE,WR,326.17,-,170.00,218.46,265.11,289.00,258.70,278.50,1.13,,,
T619,Lynn Bowden,FA,WR,-,-,170.00,-,-,447.00,-,-,,,,
T619,Zion Bowens,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Devonte Boyd,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tyler Boyd,FA,WR,-,-,170.00,-,241.46,-,-,-,,,,
T619,Nelson Agholor,FA,WR,-,-,170.00,-,241.07,-,-,-,,,,
T619,Jamal Agnew,FA,WR,-,-,170.00,-,241.19,-,-,-,,,Ques,Undisclosed
T619,Ajou Ajou,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Kelly Akharaiyi,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Deontez Alexander,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Maurice Alexander,CHI,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Josh Ali,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Geronimo Allison,FA,WR,-,-,-,-,-,410.00,-,-,,,,
T619,Dres Anderson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Daniel Anthrop,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Daniel Arias,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Andrew Armstrong,KC,WR,-,-,-,-,-,-,-,-,,,,
T619,Ayir Asante,FA,WR,-,-,-,-,-,322.00,-,-,,,,
T619,Marcell Ateman,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tutu Atwell,LAR,WR,287.03,-,170.00,-,262.07,298.20,587.00,353.00,0.95,,,
T619,Jhamon Ausbon,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Calvin Austin,PIT,WR,278.86,-,170.00,201.63,247.24,258.30,375.30,310.70,1.22,,,
T619,Garrett Walston,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Tyler Adams,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jonathan Adams,FA,WR,-,-,-,-,-,400.00,-,-,,,,
T619,Deon Yelder,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Ben Yurosek,MIN,TE,-,-,170.00,-,-,-,-,-,,,,
T619,Adam Zaruba,FA,TE,-,-,-,-,-,-,-,-,,,,
T619,Shane Zylstra,DET,TE,-,-,170.00,-,-,-,-,-,,,,
T619,Keshunn Abram,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jaelon Acklin,FA,WR,-,-,-,-,-,330.00,-,-,,,,
T619,Tavon Austin,FA,WR,-,-,-,-,-,669.00,566.00,-,,,,
T619,Cameron Batson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Omar Bayless,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Cole Beasley,FA,WR,338.91,-,-,-,-,-,-,-,,,,
T619,Ronnie Bell,NO,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Travis Benjamin,FA,WR,-,-,-,-,-,644.00,-,-,,,,
T619,Trinity Benson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Junior Bergen,SF,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jared Bernhardt,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Braxton Berrios,HOU,WR,-,-,170.00,-,-,-,-,392.00,,,,
T619,Stanley Berryhill,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Lacoltan Bester,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tyron Billy-Johnson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Harvey Binford,FA,WR,-,-,-,-,-,436.00,-,-,,,,
T619,Tarik Black,FA,WR,-,-,170.00,-,-,571.70,-,-,,,,
T619,Chris Blair,ATL,WR,-,-,170.00,-,240.99,-,-,-,,,,
T619,Daylen Baldwin,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Monaray Baldwin,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Michael Bandy,DEN,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Shawn Bane,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jahmal Banks,FA,WR,-,-,-,-,-,376.00,-,-,,,,
T619,Taye Barber,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jose Barbon,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Alex Bachman,LV,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jeff Badet,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Elijhah Badger,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Manasseh Bailey,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Rasheed Bailey,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Sergio Bailey,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Dorian Baker,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Javon Baker,FA,WR,-,-,170.00,-,241.40,-,-,440.70,,,,
T619,Tanner Gentry,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jacolby George,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jaelen Gill,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T619,Xavier Gipson,NYG,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Devin Duvernay,CHI,WR,-,-,170.00,-,-,-,611.50,-,,,,
T619,Terry Godwin,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Devin Fuller,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Russell Gage,FA,WR,-,-,170.00,-,241.09,-,-,-,,,,
T619,Bailey Gaither,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Michael Gallup,FA,WR,-,-,170.00,-,241.10,-,-,-,,,,
T619,Devin Gardner,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Keyarris Garrett,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Dontez Ford,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Isaiah Ford,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Bryce Ford-Wheaton,NYG,WR,-,-,170.00,-,-,-,-,-,,,Ques,Achilles
T619,Emeka Emezie,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Alex Erickson,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Dee Eskridge,MIA,WR,-,-,170.00,-,-,-,-,-,,,Ques,Toe
T619,Brisly Estime,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Amba Etta-Tawo,FA,WR,-,-,-,-,-,496.00,-,-,,,,
T619,Dez Fitzpatrick,FA,WR,-,-,170.00,-,-,-,-,-,,,Ques,Undisclosed
T619,Dontae Fleming,MIN,WR,-,-,-,-,-,-,-,-,,,,
T619,Julian Fleming,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T619,Matt Fleming,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Luke Floriea,CLE,WR,-,-,-,-,-,-,-,-,,,,
T619,Ryan Flournoy,DAL,WR,-,-,170.00,-,240.87,-,685.50,-,,,,
T619,Jeff Foreman,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Knee
T619,Montorie Foster,SEA,WR,-,-,-,-,-,-,-,-,,,,
T619,Robert Foster,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Daurice Fountain,FA,WR,-,-,-,-,-,388.00,-,-,,,,
T619,Deshon Foxx,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,John Franklin,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Troy Franklin,DEN,WR,285.86,-,170.00,190.86,240.02,267.90,257.90,241.00,,,Ques,Hamstring
T619,Zakhari Franklin,FA,WR,-,-,-,-,-,593.00,-,-,,,,
T619,Ty Fryfogle,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Travis Fulgham,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jerrion Ealy,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Malik Earl,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Nick Easley,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Brevin Easton,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Bryan Edwards,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Earnest Edwards,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tru Edwards,LAR,WR,-,-,-,-,-,-,-,-,,,,
T619,Shaquelle Evans,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Erik Ezukanma,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jequez Ezzard,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T619,Simi Fehoko,ARI,WR,-,-,170.00,-,-,-,-,-,,,Ques,Wrist
T619,Da'Quan Felton,NYG,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T619,Tai Felton,MIN,WR,332.06,-,170.00,67.46,245.99,-,-,274.30,0.90,,,
T619,Isiah Ferguson,FA,WR,-,-,-,-,-,634.00,-,-,,,,
T619,Jazz Ferguson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Ethan Fernea,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Maurice Ffrench,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Shay Fields,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Colton Dowell,SF,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Chimere Dike,TEN,WR,340.19,-,170.00,79.24,242.80,-,362.90,283.80,1.68,,,
T619,Derrick Dillon,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Dontario Drummond,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Dylan Drummond,ATL,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Grant DuBose,FA,WR,-,-,170.00,-,-,-,-,-,,,Ques,Shoulder
T619,Jon Duhart,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Austin Duke,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,DeVontres Dukes,FA,WR,-,-,-,-,-,356.00,-,-,,,,
T619,Ashton Dulin,IND,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Corey Coleman,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Beaux Collins,NYG,WR,-,-,170.00,-,241.37,-,-,-,,,Ques,Concussion
T619,Kenny Cook,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Brandin Cooks,BUF,WR,330.10,-,170.00,-,267.80,309.50,515.30,415.70,1.05,,,
T619,Elijah Cooks,NO,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Keke Coutee,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Britain Covey,PHI,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jacob Cowing,SF,WR,-,-,170.00,-,243.33,-,-,-,,,Ques,Hamstring
T619,River Cracraft,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Josh Crockett,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Corey Crooms,FA,WR,-,-,-,-,-,680.00,-,-,,,,
T619,Jalen Cropper,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jamison Crowder,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Aron Cruickshank,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Malik Cunningham,DET,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Zach D'Orazio,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Anthony Dable,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Mac Dalena,NYJ,WR,-,-,-,-,-,-,-,-,,,,
T619,Jared Dangerfield,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Keelan Cole,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Matt Cole,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jehu Chesson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Dan Chisena,CAR,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Efton Chism,NE,WR,339.37,-,170.00,115.03,246.03,-,653.00,295.00,1.21,,,
T619,Robbie Chosen,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Larry Clark,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Marquez Clark,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Trevon Clark,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Chase Claypool,FA,WR,-,-,170.00,-,-,-,-,466.00,,,Ques,Toe
T619,Tyrie Cleveland,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Randall Cobb,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Brian Cobbs,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tank Dell,HOU,WR,339.27,-,170.00,198.26,243.01,-,319.90,197.80,2.09,,Ques,Knee - ACL + MCL
T619,Dontay Demus,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Michael Dereus,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,John Diarse,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Reggie Diggs,FA,WR,-,-,-,-,-,699.60,-,-,,,,
T619,Titus Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Trevor Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Seth Dawkins,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Johnnie Dixon,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Moochie Dixon,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Josh Doctson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Phillip Dorsett,LV,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Greg Dortch,ARI,WR,340.07,-,170.00,-,253.24,-,-,-,0.81,,Ques,Chest
T619,Keelan Doss,FA,WR,-,-,170.00,-,-,-,-,-,,,Ques,Undisclosed
T619,Jahan Dotson,PHI,WR,339.20,-,170.00,-,260.45,-,-,358.70,,,,
T619,Amara Darboh,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Frank Darby,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jaelon Darden,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Avery Davis,FA,WR,-,-,-,-,-,409.00,-,-,,,,
T619,Corey Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Darius Cooper,PHI,WR,339.09,-,170.00,-,241.21,-,-,-,,,,
T619,Pharoh Cooper,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jacob Copeland,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Malachi Corley,CLE,WR,-,-,170.00,-,241.86,-,-,345.30,,,,
T619,Chase Cota,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Jeff Cotton,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Davion Davis,FA,WR,-,-,-,-,-,364.00,-,-,,,,
T619,Derius Davis,LAC,WR,-,-,170.00,-,241.10,-,-,-,,,,
T619,Devante Davis,FA,WR,-,-,-,-,-,314.00,-,-,,,,
T619,Felton Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Gabe Davis,BUF,WR,331.66,-,170.00,-,246.78,-,534.50,413.00,,,Ques,Knee - ACL
T619,Geremy Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Joaquin Davis,MIN,WR,-,-,-,-,-,-,-,-,,,,
T619,Kaden Davis,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Quartney Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Rashard Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Robert Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Ryan Davis,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,John Jackson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Kearis Jackson,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Ketron Jackson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Lucky Jackson,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Shedrick Jackson,LV,WR,-,-,170.00,-,-,657.00,-,-,,,,
T619,Trishton Jackson,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Warren Jackson,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T619,LeVern Jacobs,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Richie James,FA,WR,-,-,170.00,-,-,412.00,-,-,,,,
T619,Sam James,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Ty James,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Tyshaun James,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jadon Janke,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T619,Andy Isabella,FA,WR,-,-,170.00,-,-,-,-,-,,,Ques,Ankle
T619,Thomas Ives,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Undisclosed
T619,Lil'Jordan Humphrey,DEN,WR,-,-,170.00,-,241.31,-,-,-,,,,
T619,Adam Humphries,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Courtney Jackson,NYG,WR,-,-,-,-,-,-,-,-,,,,
T619,Daniel Jackson,FA,WR,-,-,-,-,-,457.30,-,457.00,,,,
T619,Giles Jackson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jermaine Jackson,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Rakim Jarrett,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Damion Jeanpiere,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Van Jefferson,TEN,WR,338.68,-,170.00,-,245.05,-,-,-,,,Ques,Forearm
T619,Jaray Jenkins,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Adonis Jennings,FA,WR,-,-,-,-,-,372.00,-,-,,,,
T619,Darius Jennings,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Gary Jennings,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Ricky Jeune,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,John Jiles,NE,WR,-,-,-,-,-,-,-,-,,,,
T619,Anthony Johnson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Bisi Johnson,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Knee - ACL
T619,Brandon Johnson,FA,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Braydon Johnson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Cade Johnson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Cephus Johnson,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,KhaDarel Hodge,ATL,WR,340.00,-,170.00,-,-,-,-,-,,,Ques,Shoulder
T619,Isaiah Hodgins,NYG,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Krishawn Hogan,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Traeshon Holden,DAL,WR,-,-,-,-,-,-,-,-,,,,
T619,Cyrus Holder,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Jimmy Holiday,KC,WR,-,-,-,-,-,-,-,-,,,,
T619,Alexander Hollins,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Mack Hollins,NE,WR,340.15,-,170.00,-,255.38,-,-,-,,,,
T619,Cody Hollister,FA,WR,-,-,-,-,-,-,-,-,,,Ques,Neck
T619,Gavin Holmes,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Johnny Holton,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,John Hightower,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,TreVontae Hights,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Odieu Hiliare,FA,WR,-,-,-,-,-,394.70,-,-,,,,
T619,KJ Hill,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Shaq Hill,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,T.Y. Hilton,FA,WR,-,-,-,-,-,628.30,-,-,,,,
T619,Kendall Hinton,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Mac Hippenhammer,FA,WR,-,-,-,-,-,695.70,-,-,,,,
T619,Dennis Houston,TB,WR,-,-,170.00,-,-,-,-,-,,,,
T619,Alton Howard,FA,WR,-,-,-,-,-,-,-,-,,,,
T619,Kobe Hudson,FA,WR,-,-,-,-,-,-,-,453.00,,,,
